element_name,element_type,kw_loss,kvar_loss
Line.line_edge-000204,Line,0.002285708579205675,-0.00330744113300716
Line.line_edge-000205,Line,0.0026555829617063865,3.359769482267438e-05
Line.line_edge-000206,Line,0.015048739253164968,0.00019190204434562475
Line.line_edge-000207,Line,0.0017857282354234484,0.0017057077403151196
Line.line_edge-000208,Line,0.010119308615627234,0.009666714856808539
Line.line_edge-000209,Line,0.0003655433660723837,-0.0016199684304449749
Line.line_edge-000210,Line,0.002064073930895798,-0.00914500694245101
Line.line_edge-000211,Line,3.997554819369503e-06,-0.003476726423971189
Line.line_edge-000212,Line,2.2679930112838556e-05,-0.019701376812618902
Line.line_edge-000213,Line,8.082349289907143e-06,-0.001093870432417134
Line.line_edge-000214,Line,4.573320237068401e-05,-0.006185113931034493
Line.line_edge-000215,Line,3.3933130183868346e-05,-0.0011444508102113104
Line.line_edge-000216,Line,0.00019237699671430163,-0.006484910331362243
Line.line_edge-000217,Line,0.001593432327272608,8.305113749040238e-05
Line.line_edge-000218,Line,0.00902999283698463,0.00047270929002197847
Line.line_edge-000219,Line,0.00012881041001002564,-0.004521694204231002
Line.line_edge-000220,Line,0.0007287933788297462,-0.025575734949269107
Line.line_edge-000221,Line,6.368812506718529e-05,-0.004855941061116218
Line.line_edge-000222,Line,0.0003619352252111922,-0.027583610495052452
Line.line_edge-000223,Line,8.648458768220735e-06,-0.001435285629396958
Line.line_edge-000224,Line,4.9034684048820055e-05,-0.008133130557790537
